#logger=serial_logger_v1.3
#saved_at=2026-02-04T11:31:19.446626
#fs_hz=25
#fs_hz_inferred=1
#segment_id=1
#segment_start_ms=28366
#device_mode_code=8
#device_mode_tag=walk
#storage_mode_tag=walk
#mode_mismatch=0
t_ms,ax_raw,ay_raw,az_raw,ax_corr,ay_corr,az_corr,acc_mag_corr,gx,gy,gz,pressure_hpa,temp_C,alt_m
28366,-9.8700,2.5000,2.6400,-9.6774,2.6975,2.9872,10.4810,-4.5000,-0.8125,-0.0625,812.68,22.62,1822.27
28384,-8.3300,2.3900,2.7500,-8.1374,2.5875,3.0972,9.0832,-6.1250,2.8125,-1.8750,1013.45,19.06,-1.65
28411,-9.7600,1.5000,2.4300,-9.5674,1.6975,2.7772,10.1059,-2.8750,8.3750,5.3125,1013.45,19.08,-1.64
28435,-8.9000,2.3500,2.6800,-8.7074,2.5475,3.0272,9.5641,0.5625,5.8125,16.2500,1013.44,19.10,-1.56
28460,-8.5900,3.3000,2.5500,-8.3974,3.4975,2.8972,9.5469,1.0000,9.5000,6.5000,1013.43,19.12,-1.53
28485,-9.1500,2.6000,2.3400,-8.9574,2.7975,2.6872,9.7613,1.1250,9.5000,-2.3125,1013.42,19.15,-1.46
28511,-9.2100,2.2600,2.3500,-9.0174,2.4575,2.6972,9.7277,0.1250,9.6875,-3.2500,1013.43,19.17,-1.46
28536,-9.2800,2.1800,2.3900,-9.0874,2.3775,2.7372,9.7839,0.9375,9.6875,-2.0625,1013.42,19.20,-1.38
28561,-9.3800,2.1900,2.3000,-9.1874,2.3875,2.6472,9.8548,1.6250,9.8750,-0.9375,1013.41,19.22,-1.33
28586,-9.3800,2.2700,2.0600,-9.1874,2.4675,2.4072,9.8128,2.3125,9.0000,0.3750,1013.40,19.24,-1.28
28622,-9.3000,2.3500,2.0700,-9.1074,2.5475,2.4172,9.7610,2.0625,8.8125,0.4375,1013.39,19.26,-1.19
28662,-9.3500,2.3000,2.1500,-9.1574,2.4975,2.4972,9.8149,2.2500,8.5000,1.0625,1013.39,19.27,-1.17
28702,-9.2500,2.4900,1.9900,-9.0574,2.6875,2.3372,9.7325,2.2500,9.1875,1.1250,1013.39,19.28,-1.13
28742,-9.3200,2.4400,1.8700,-9.1274,2.6375,2.2172,9.7561,1.2500,8.9375,-0.8125,1013.39,19.28,-1.15
28781,-9.4300,2.2600,1.7900,-9.2374,2.4575,2.1372,9.7947,0.6250,7.6250,-0.9375,1013.39,19.28,-1.14
28821,-9.4000,2.3200,1.7700,-9.2074,2.5175,2.1172,9.7773,0.9375,6.1250,0.7500,1013.38,19.28,-1.12
28861,-9.3200,2.3900,1.7200,-9.1274,2.5875,2.0672,9.7097,0.9375,4.7500,0.5000,1013.39,19.28,-1.16
28901,-9.3800,2.3300,1.7500,-9.1874,2.5275,2.0972,9.7568,0.5000,3.6875,0.1875,1013.39,19.27,-1.19
28941,-9.3100,2.4000,1.7700,-9.1174,2.5975,2.1172,9.7137,0.7500,3.3750,0.3750,1013.38,19.27,-1.11
28981,-9.3100,2.4900,1.7100,-9.1174,2.6875,2.0572,9.7253,0.3750,3.5000,-0.3750,1013.38,19.27,-1.12
29021,-9.3200,2.5200,1.6500,-9.1274,2.7175,1.9972,9.7305,-0.3125,3.5000,-2.3750,1013.39,19.27,-1.14
29061,-9.4400,2.3500,1.6500,-9.2474,2.5475,1.9972,9.7976,-1.2500,2.9375,-3.2500,1013.38,19.27,-1.12
29101,-9.5200,2.2600,1.4400,-9.3274,2.4575,1.7872,9.8099,-0.9375,1.4375,-2.2500,1013.39,19.27,-1.17
29141,-9.4700,2.3800,1.8100,-9.2774,2.5775,2.1572,9.8675,-1.5000,1.5000,3.0625,1013.40,19.27,-1.21
29181,-9.5200,2.2800,1.8200,-9.3274,2.4775,2.1672,9.8912,0.5000,1.5625,1.2500,1013.39,19.27,-1.18
29221,-9.1300,2.6300,1.5400,-8.9374,2.8275,1.8872,9.5621,-0.4375,2.4375,3.3750,1013.39,19.27,-1.15
29261,-9.4800,2.1900,1.3400,-9.2874,2.3875,1.6872,9.7367,-0.3750,-0.2500,-0.8750,1013.39,19.27,-1.18
29301,-9.4600,2.2000,1.6600,-9.2674,2.3975,2.0072,9.7807,-0.4375,-4.5000,2.4375,1013.41,19.27,-1.29
29341,-9.2400,2.5500,1.8300,-9.0474,2.7475,2.1772,9.7028,-1.7500,-4.0000,0.1250,1013.40,19.27,-1.22
29381,-9.3400,2.3300,2.0100,-9.1474,2.5275,2.3572,9.7785,-0.0625,-2.0625,-0.3125,1013.40,19.27,-1.22
29421,-9.3500,2.3200,1.9400,-9.1574,2.5175,2.2872,9.7687,-0.5625,-1.1250,0.0625,1013.40,19.27,-1.28
29461,-9.3300,2.3500,1.8700,-9.1374,2.5475,2.2172,9.7416,0.5625,1.1250,0.0000,1013.40,19.27,-1.26
29501,-9.3700,2.4000,1.8100,-9.1774,2.5975,2.1572,9.7788,0.1875,2.5625,0.1250,1013.40,19.27,-1.25
29541,-9.3900,2.3600,1.6000,-9.1974,2.5575,1.9472,9.7429,0.0000,1.5000,-0.0625,1013.40,19.27,-1.26
29582,-9.3600,2.2800,1.7700,-9.1674,2.4775,2.1172,9.7294,0.4375,1.8750,0.0000,1013.40,19.27,-1.25
29622,-9.2300,2.4100,1.6800,-9.0374,2.6075,2.0272,9.6220,0.3125,2.2500,0.2500,1013.40,19.27,-1.25
29662,-9.3800,2.3100,1.6800,-9.1874,2.5075,2.0272,9.7368,-0.5000,2.3125,1.1250,1013.40,19.27,-1.29
