5366535,-7.5200,-1.1800,5.4700,-7.3274,-0.9825,5.8172,9.4072,0.7500,9.0000,4.0625,1008.99,21.84,35.55
5366553,-7.5700,-1.0000,5.3400,-7.3774,-0.8025,5.6872,9.3496,-1.2500,20.4375,3.5625,1008.65,22.18,38.40
5366580,-8.4200,-0.8100,5.0600,-8.2274,-0.6125,5.4072,9.8642,-4.0000,33.1875,0.6875,1008.38,22.45,40.59
5366604,-8.5600,-1.1600,3.9900,-8.3674,-0.9625,4.3372,9.4737,-1.5000,36.2500,-3.0625,1008.18,22.66,42.32
5366630,-9.4100,-1.8200,3.7200,-9.2174,-1.6225,4.0672,10.2047,-2.3750,12.5000,-2.6250,1008.03,22.82,43.57
5366655,-8.8700,-1.9600,3.9400,-8.6774,-1.7625,4.2872,9.8379,-0.8125,-6.0625,-1.3125,1007.90,22.95,44.61
5366681,-8.4700,-1.4600,4.9100,-8.2774,-1.2625,5.2572,9.8867,1.7500,-4.7500,2.5625,1007.82,23.06,45.32
5366711,-8.0100,-1.2300,4.2700,-7.8174,-1.0325,4.6172,9.1376,2.6875,0.7500,2.8750,1007.76,23.15,45.80
5366751,-8.1200,-0.8800,5.0700,-7.9274,-0.6825,5.4172,9.6258,-0.1875,0.6250,0.5000,1007.72,23.21,46.16
5366791,-8.6900,-1.3400,4.3100,-8.4974,-1.1425,4.6572,9.7571,-2.8750,2.2500,-4.2500,1007.68,23.26,46.51
5366831,-8.4500,-1.8800,4.5500,-8.2574,-1.6825,4.8972,9.7467,0.4375,1.1250,-0.8125,1007.65,23.30,46.75
5366871,-8.4700,-1.2500,4.5800,-8.2774,-1.0525,4.9272,9.6902,0.9375,-0.5625,2.4375,1007.63,23.32,46.93
5366911,-8.3800,-1.3200,4.4200,-8.1874,-1.1225,4.7672,9.5404,0.6875,-0.0625,-0.8125,1007.60,23.34,47.11
5366951,-8.0100,-1.4300,4.6700,-7.8174,-1.2325,5.0172,9.3703,-0.5000,0.6875,-1.0625,1007.59,23.35,47.19
5366991,-8.5500,-1.5300,4.5200,-8.3574,-1.3325,4.8672,9.7628,0.3125,0.5625,0.1875,1007.58,23.36,47.30
5367031,-8.3500,-1.3400,4.4800,-8.1574,-1.1425,4.8272,9.5473,-0.0625,0.0000,0.0000,1007.58,23.36,47.35
5367071,-8.5200,-1.3600,4.4300,-8.3274,-1.1625,4.7772,9.6705,-0.3750,-0.5000,-0.3750,1007.57,23.37,47.40
5367111,-8.4800,-1.5700,4.5100,-8.2874,-1.3725,4.8572,9.7035,0.0000,0.0625,0.1875,1007.56,23.37,47.51
5367151,-8.4800,-1.2900,4.5600,-8.2874,-1.0925,4.9072,9.6930,-0.1250,0.3125,-0.0625,1007.55,23.37,47.57
5367191,-8.4900,-1.3800,4.5800,-8.2974,-1.1825,4.9272,9.7223,-0.1250,-0.3125,-0.3125,1007.54,23.37,47.61
5367231,-8.4400,-1.4400,4.5300,-8.2474,-1.2425,4.8772,9.6618,0.0000,-0.4375,-0.1875,1007.55,23.38,47.56
5367271,-8.4800,-1.4100,4.5500,-8.2874,-1.2125,4.8972,9.7023,0.0000,0.1250,-0.1250,1007.56,23.38,47.51
5367311,-8.5200,-1.3800,4.5800,-8.3274,-1.1825,4.9272,9.7479,0.1250,0.1875,-0.0625,1007.56,23.38,47.51
5367351,-8.4300,-1.4200,4.5600,-8.2374,-1.2225,4.9072,9.6659,0.0625,-0.1250,-0.0625,1007.56,23.38,47.48
5367391,-8.4300,-1.4000,4.5700,-8.2374,-1.2025,4.9172,9.6685,0.0625,-0.1250,0.0000,1007.57,23.38,47.44
5367431,-8.3800,-1.4100,4.5500,-8.1874,-1.2125,4.8972,9.6170,0.1250,0.1250,0.0000,1007.57,23.39,47.43
5367471,-8.3900,-1.4000,4.5600,-8.1974,-1.2025,4.9072,9.6293,0.0625,0.2500,0.0000,1007.56,23.39,47.46
5367511,-8.3500,-1.4000,4.5400,-8.1574,-1.2025,4.8872,9.5851,0.0625,-0.3125,0.0000,1007.56,23.39,47.45
5367551,-8.4100,-1.4000,4.5800,-8.2174,-1.2025,4.9272,9.6566,0.1250,0.1875,0.0625,1007.56,23.39,47.45
5367591,-8.3600,-1.4300,4.5600,-8.1674,-1.2325,4.9072,9.6076,-0.1250,-0.1250,-0.0625,1007.56,23.39,47.48
5367631,-8.4300,-1.4300,4.5500,-8.2374,-1.2325,4.8972,9.6621,0.0000,-0.1250,0.0000,1007.56,23.39,47.46
5367671,-8.4000,-1.3500,4.5200,-8.2074,-1.1525,4.8672,9.6114,0.0625,-0.0625,0.0000,1007.56,23.39,47.45
5367711,-8.4200,-1.4100,4.5300,-8.2274,-1.2125,4.8772,9.6409,0.0625,0.0000,-0.1250,1007.56,23.39,47.47
5367751,-8.4600,-1.4300,4.5700,-8.2674,-1.2325,4.9172,9.6978,0.0625,0.1250,0.0625,1007.55,23.39,47.53
5367791,-8.4400,-1.3900,4.5600,-8.2474,-1.1925,4.9072,9.6707,-0.1250,-0.3125,-0.1250,1007.55,23.39,47.54
5367831,-8.3800,-1.3800,4.6000,-8.1874,-1.1825,4.9472,9.6388,0.1875,-0.1250,-0.0625,1007.55,23.39,47.56
5367871,-8.4300,-1.3600,4.5800,-8.2374,-1.1625,4.9272,9.6687,0.0000,0.0000,-0.0625,1007.56,23.39,47.51
5367911,-8.4600,-1.4400,4.5600,-8.2674,-1.2425,4.9072,9.6940,0.0625,0.0625,-0.1875,1007.56,23.39,47.51
5367951,-8.4200,-1.3700,4.5600,-8.2274,-1.1725,4.9072,9.6512,0.3125,-0.1250,0.1250,1007.56,23.39,47.46
5367991,-8.3900,-1.3800,4.5600,-8.1974,-1.1825,4.9072,9.6269,0.1250,0.3125,0.0000,1007.56,23.39,47.48
5368031,-8.3100,-1.4000,4.5000,-8.1174,-1.2025,4.8472,9.5307,0.1875,0.8750,-0.0625,1007.56,23.39,47.48
5368071,-8.3600,-1.3600,4.4800,-8.1674,-1.1625,4.8272,9.5582,0.1875,0.7500,-0.2500,1007.57,23.39,47.43
5368111,-8.4000,-1.3900,4.5400,-8.2074,-1.1925,4.8872,9.6264,0.1250,0.3125,-0.1250,1007.56,23.39,47.48
5368151,-8.3300,-1.3800,4.5300,-8.1374,-1.1825,4.8772,9.5605,0.1250,0.3750,-0.1250,1007.56,23.39,47.51
5368191,-8.4100,-1.3500,4.4900,-8.2174,-1.1525,4.8372,9.6048,0.0000,0.3750,0.0000,1007.56,23.40,47.51
5368231,-8.3400,-1.4100,4.4900,-8.1474,-1.2125,4.8372,9.5524,0.0000,0.0000,-0.0625,1007.55,23.39,47.54
5368271,-8.3300,-1.4100,4.5400,-8.1374,-1.2125,4.8872,9.5693,-0.1250,-0.1875,-0.0625,1007.55,23.39,47.58
