#logger=serial_logger_v1.3
#saved_at=2026-02-04T17:50:40.308365
#fs_hz=25
#fs_hz_inferred=1
#segment_id=3
#segment_start_ms=2522048
#device_mode_code=5
#device_mode_tag=bus
#storage_mode_tag=bus
#mode_mismatch=0
t_ms,ax_raw,ay_raw,az_raw,ax_corr,ay_corr,az_corr,acc_mag_corr,gx,gy,gz,pressure_hpa,temp_C,alt_m
2527548,-6.6600,-1.9000,6.6600,-6.4674,-1.7025,7.0072,9.6864,5.8125,-0.5625,-2.7500,994.01,8.64,161.41
2527588,-6.7800,-2.0700,6.2800,-6.5874,-1.8725,6.6272,9.5299,7.0625,0.3125,-4.7500,994.01,8.64,161.46
2527628,-7.0100,-2.3900,6.6100,-6.8174,-2.1925,6.9572,9.9843,5.1250,-1.3125,-4.5625,994.03,8.64,161.27
2527668,-6.5300,-3.2000,6.8200,-6.3374,-3.0025,7.1672,10.0273,4.0000,-1.7500,-4.3125,994.03,8.64,161.28
2527708,-7.0800,-2.0500,6.2700,-6.8874,-1.8525,6.6172,9.7291,5.5000,1.7500,-4.8125,994.01,8.64,161.40
2527749,-6.6000,-3.0100,6.4700,-6.4074,-2.8125,6.8172,9.7693,3.8125,1.0625,-3.2500,994.01,8.64,161.47
2527789,-7.0000,-3.0500,6.2500,-6.8074,-2.8525,6.5972,9.8995,4.3125,1.3125,-4.9375,994.01,8.64,161.47
2527829,-6.3700,-2.9700,6.2200,-6.1774,-2.7725,6.5672,9.4327,5.3750,-1.0625,-3.8125,993.99,8.64,161.58
2527869,-6.8400,-2.4400,6.9000,-6.6474,-2.2425,7.2472,10.0866,5.0625,1.0625,-5.5000,993.99,8.64,161.57
2527909,-6.6500,-3.1200,6.8200,-6.4574,-2.9225,7.1672,10.0801,4.8750,-0.1875,-5.5000,994.01,8.65,161.40
2527949,-6.9200,-2.4200,6.4100,-6.7274,-2.2225,6.7572,9.7907,6.1875,1.8125,-5.2500,994.02,8.65,161.35
2527989,-7.1100,-3.1800,6.9100,-6.9174,-2.9825,7.2572,10.4601,4.1875,-1.8125,-4.2500,994.02,8.65,161.34
2528029,-7.2800,-2.3500,6.7200,-7.0874,-2.1525,7.0672,10.2377,3.6875,0.2500,-4.1875,994.03,8.65,161.30
2528069,-6.1600,-2.5900,6.0600,-5.9674,-2.3925,6.4072,9.0767,6.4375,0.6875,-4.3125,994.01,8.65,161.43
2528109,-6.2200,-2.2400,5.4100,-6.0274,-2.0425,5.7572,8.5818,6.0625,3.3750,-4.3125,993.99,8.65,161.59
2528149,-6.5500,-2.6500,6.1800,-6.3574,-2.4525,6.5272,9.4359,3.3750,-0.5625,-3.6875,993.98,8.65,161.72
2528189,-6.1300,-3.2800,6.1900,-5.9374,-3.0825,6.5372,9.3536,5.3125,3.5000,-4.1250,993.98,8.65,161.67
2528229,-6.6800,-2.6200,5.7800,-6.4874,-2.4225,6.1272,9.2465,2.8750,2.5625,-3.9375,993.97,8.65,161.76
2528269,-7.1500,-2.3000,6.3300,-6.9574,-2.1025,6.6772,9.8697,4.5000,0.3125,-3.6250,993.98,8.65,161.70
2528308,-7.1200,-3.0100,7.1800,-6.9274,-2.8125,7.5272,10.6093,3.9375,-0.3125,-4.8125,993.98,8.65,161.66
2528348,-7.5000,-2.9100,7.2100,-7.3074,-2.7125,7.5572,10.8567,4.5000,1.6875,-4.6250,993.99,8.65,161.62
2528388,-7.5600,-3.3700,7.4300,-7.3674,-3.1725,7.7772,11.1727,4.3125,1.1875,-6.0000,993.99,8.65,161.63
2528428,-7.4000,-2.3300,6.8500,-7.2074,-2.1325,7.1972,10.4064,5.4375,1.3750,-4.4375,993.98,8.65,161.69
2528468,-7.1800,-2.8300,6.9700,-6.9874,-2.6325,7.3172,10.4544,5.5000,-1.8750,-6.0625,993.97,8.65,161.81
2528508,-6.3900,-2.4600,6.4900,-6.1974,-2.2625,6.8372,9.5013,6.1875,0.1875,-5.3125,993.95,8.65,161.93
2528548,-5.7000,-2.6600,5.3500,-5.5074,-2.4625,5.6972,8.2978,6.1250,1.3125,-6.2500,993.92,8.65,162.18
2528588,-6.9800,-2.3900,5.9700,-6.7874,-2.1925,6.3172,9.5280,4.6875,2.1875,-5.0625,993.94,8.65,161.99
2528628,-5.4400,-2.8500,6.1300,-5.2474,-2.6525,6.4772,8.7479,0.8125,-2.7500,-6.1250,993.96,8.65,161.86
2528668,-6.2500,-2.4200,5.6000,-6.0574,-2.2225,5.9472,8.7750,7.8750,3.6875,-3.3125,993.95,8.65,161.93
2528708,-6.7400,-2.9200,6.4900,-6.5474,-2.7225,6.8372,9.8503,2.6250,-1.4375,-3.9375,993.97,8.65,161.75
2528749,-6.6700,-2.9100,6.3900,-6.4774,-2.7125,6.7372,9.7316,8.3750,0.6250,-3.2500,993.97,8.65,161.73
2528789,-6.9000,-2.9300,6.7200,-6.7074,-2.7325,7.0672,10.1193,5.8125,-0.6250,-3.4375,993.97,8.65,161.80
2528829,-7.5100,-2.0800,7.1500,-7.3174,-1.8825,7.4972,10.6441,6.2500,0.6250,-2.5000,993.98,8.65,161.70
2528869,-6.5600,-3.2400,6.8500,-6.3674,-3.0425,7.1972,10.0797,5.2500,-1.5625,-4.0000,993.95,8.65,161.93
2528909,-7.9300,-2.6700,7.4500,-7.7374,-2.4725,7.7972,11.2595,5.7500,-0.0625,-3.6250,993.95,8.65,161.95
2528949,-7.6700,-3.2900,7.4600,-7.4774,-3.0925,7.8072,11.2440,1.3125,-3.2500,-5.8125,993.93,8.65,162.14
2528989,-7.2500,-3.2600,6.8800,-7.0574,-3.0625,7.2272,10.5555,6.0625,3.5000,-4.9375,993.91,8.65,162.29
2529029,-6.7200,-2.7800,6.9300,-6.5274,-2.5825,7.2772,10.1111,4.8750,-1.6875,-4.2500,993.89,8.65,162.42
2529069,-6.7800,-2.8500,7.4100,-6.5874,-2.6525,7.7572,10.5168,5.8125,0.5625,-5.4375,993.88,8.65,162.51
